商品属性,评价内容
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,第一次买电脑 挑了超级久 这款宝贝外观设计不错 比较符合审美标准 客服态度很好 性能也还不错 关键是语音助手撞名了 太巧了 喜欢的小伙伴可以下单哦
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑收到啦，很好，大气美观，性能也不错，刚开机会***何如何操作，即使不会也没关系，客服也很好很有耐心的帮助我，电脑看着也很喜欢，小新果然不错。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,运行速度：非常快，屏幕效果：非常不错很亮高色域效果非常不错，散热性能：散热很好很快，外形外观：外形不错金属手感，轻薄程度：非常薄，其他特色：服务很好
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,总体来说，确实很不错，物流也很快，客服的服务态度也很棒，说话几乎马上就会回消息，而且电脑不重    ，摸上去很舒服，很有质感。物超所值，真心推荐
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,非常棒的一款电脑，，爱了爱了！！！，特别特别喜欢，而且价格优惠好产品、好品质、好服务，宝贝确实值这个价钱，在这给商家点个赞?
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,笔记本整体外观时尚潮流，轻薄小巧，方便携带，整体配置较为不错，显示屏细节清晰盈亮，对于我办公商务绰绰有余，银色版更显高端大气，全尺寸键盘独树一帜，方便我平时出差进行移动网站优化等需求操作，过年准备带回去，小巧轻盈的机身即使在老家的床上也能方便操作
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑特别的流畅，真没想到七八秒就可以开机，对于我这种只用来办公的人，简直是太完美了，同事们都说我这电脑开机速度快，真的很beautiful
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,运行速度：非常快，散热也很好，声音也不大，外形也敲好看，屏幕也很清晰，总的来说是一次很满意的购物，物流速度也很快，轻薄程度：合适，拿起来也不重。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,?商品收到了，包装得很好，物流非常快，客服态度很积极，有问题及时解答！总体来说非常满意！，?大品牌！值得信赖！效果超级好！贵有贵的道理！很棒的商品！，是正品很好用，价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，值得购买
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,"造型美观，简洁使用手感非常好，客服十分用心，第一次买什么都不太清楚，麻烦了客服很多次,但是客服很有耐心，值得表扬。外观外形线条都比较流畅，非常的轻薄，然屏幕效果不错好，色彩度也挺好，散热功能可以由快递很快，两天就到了，包装不错，也不用担心破损"
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,外观和尺寸正是我想要的类型，开机速度快，运行速度也快，分辨率高，散热性能好，物流速度也快，北京到广州2天就到了。很不错的选择，值得购买，五星好评
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,因为春节期间购买，所以物流不快，但是收到电脑之后感觉还是值得等待的，日常办公没有什么问题，电脑挺灵敏，用了几天了，感觉不错
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,发货速度快，隔天就收到了。用了几天没有毛病，就是自己硬盘买小了不太够用，只能以后自己再买一个换上，建议要买的朋友选1T的。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,领券购买的，还算划算，京东快递小哥送过上门还验了机，整体很满意，全金属外观，使用也很流畅，以前也用小新系列，总体比较满意
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,店家发货速度快，三天时间就收到电脑了，产品外观精美，大小刚刚好，轻薄方便携带，显示屏分辨率高清，开机速度快，运行效果很好，很满意的一次购物。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,从小就喜欢联想的产品，从手机到电脑都是联想，小新系列产品也是我看了很久的笔记本，所以一开学就迫不及待入手了。外观好看，手感舒适，价格合理，运行也不卡 客服服务态度也很棒。我相信在余下一年多大学时间里，有小新的陪伴我一定会过得舒适且精彩，小新在手，遗憾没有。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,第一次买电脑，为了在学校学习软件，关于计算机java方面的软件，偶尔玩一下游戏，到手之后软件运行挺流畅的，游戏也可以正常玩，各方面都不错。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,首先笔记本外观就非常简洁美观，运行速度很快，散热很好，风扇声也很小，综合能力很好，性价比很高，非常适合大学生使用。客服态度很好，快递很快。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,真心觉得很不错  值得入手 还没有入手的赶快入手哦选择这台笔记本没有错  赶快入手呦  服务态度也超级好  很有耐心选择它真不会错！！！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,发货比预期的要快，包装很完整，一点也没破损。电脑性能质感都很满意，很愉快的一次购物体验，下次有需要还会继续回购的哦！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,下午刚收到货不到两天送到，送货速度是相当可以的。是新机不插电不会开机，电量感觉不错，希望以后没啥问题吧，用段时间再来评论，还是比较相信联想的
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,第一次买笔记本，纠结了好久，有一次机会，具体的性能还有待去体验一下一眼就看上这款了，金属外壳，颜值担当，处理器也很好，对得起这个价格，
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,东西很不错，快递很快，东西保护的很不错，包装的很好，感觉电脑也挺不错的，各个方面都很不错，听别人说小新这款电脑不错，才买了，现在感觉没有后悔
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,"当时买的时候还在犹豫价格,买来之后- -点都不后悔，而且物流还快，可以入手产品质量，客服服务态度特别好，很喜欢，好评宝贝特别喜欢，颜值高质量好，中看又中用，有需要的朋友不要犹豫了，最后祝商家生意兴隆!宝贝与描述基本-致，发货很快，值得一买价格实惠，质量杠杠的，非常好的一次购物，下次还来快递很快，质量棒极了，建议购买很快就到了，全新正品幽，包装很仔细，没有问题简直太好用了，只能用完美来形容!强烈推荐!大品牌!值得信赖的!效果超级好!贵有贵的道理!很棒的商品!物流超级超级快!质量也非常不错，的确物有所值宝贝心仪很久了，趁活动时候买真的太划算了，喜欢的不要犹豫啊是正品，而且价格不贵，用着也很大气，- -直在用，很好紫楼物流速度真的是没话说，就是一一个字:快。商品从外包装来看非常高档，真是一分钱- -分货，贵有贵的道理正品店铺，放心购买，客服态度也很0K，整个"
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,运行速度：挺快的，屏幕效果：屏幕很大，非常适合办公用。，外形外观：是我喜欢的样子。，轻薄程度：非常轻薄。，其他特色：总体来说值得购买。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,给媳妇买的办公用本，屏幕大，色彩好，轻薄，开机速度5秒左右，关机速度4秒左右，超级快，媳妇非常喜欢??????????
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,快递刚到就迫不及待的取回来了，打开后觉得很不错，客服态度还好，唯一不好的就是office 不太好搞，浪费我两个小时才搞好。其他没问题
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑非常不错，开机速度很快，外观金属的很有质感。平常用起来可以说是非常的顺手，各方面性能都是非常不错的，非常喜欢。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,颜值没得说，特别好，而且电脑轻便，特别薄，反应速度特别快，特别适合大学生在宿舍工作玩，没有下单的抓紧了，不要犹豫，电脑显示特别清楚！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,"选择了最具性价比的联想小新系列。开机与指纹二合一，且识别速度快。整体灰色的基调有一种高级感，手感出众，可见做工。屏幕效果显示出色，散热做的也不错，声音不大。出厂自带win10系统，有些改变，需要适应。左右双通道，播放大片效果赞。接O丰富,满足日常需求。"
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,笔记本收到啦！外观很好看、开机很快，操作流畅，屏幕大小合适，带有数字键使用很方便，与卖家描述一致。客服服务态度好！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,本来想要银色，不小心拍了金色，没想到整体非常大气，质感也不错。系统自带，激活程序操作简单。最赞的是有数字小键盘，工作中非常实用！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,"造型美观,简洁使用手感非常好,客服十分用，心,第一次买什么都不太清楚,麻烦了客服很多，次,但是客服很有耐心,值得表扬。外观外形，线条都比较流畅,非常的轻薄,然屏幕效果不，错好,色彩度也挺好,散热功能可以快递很，快,两天就到了,包装不错,也不用担心破损"
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,宝贝收到了，捯饬了一下午，觉得很满意，电脑外观也很漂亮，运行速度开机什么的都很快，客服耐心指导，服务态度很好，非常周到，总体来说非常满意
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,?心仪已久，果断下手，用过之后感觉很不错，是正品，快递也很给力，果然名副其实?物超所值，话不多说，这四个字已经说明了一切非常好，宝贝很高大上，质量很好，看上去就给人一种高级感，价格也合适，这次网购很愉快，大赞?性价比高，我很喜欢，下次还会光临
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,运行速度：非常流畅，一点都不卡，屏幕效果：让人看着很舒服，外形外观：很轻薄，很适合我办公，其他特色：总体来说，各方面都很好，建议购买。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,?心仪已久，果断下手，用过之后感觉很不错，是正品，快递也很给力，果然名副其实?正品，买的放心，价钱也公道，满意！质量非常好，非常满意的一次购物。客服有问必答，非常专业?大品牌！值得信赖！效果超级好！贵有贵的道理！很棒的商品！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,物流比较快，京东快递还是很不错的。，小新也很不错，目前使用很流畅，手感，外观，性能基本都符合我的要求。此次购物体验尚佳，点赞
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,宝贝收到了，物流还是那么给力。这是我买的第二台啦。外观美观，还有数字小键盘，非常方便。产品质量好，运行速度快。
八核R7-4800U 16G 512G固态 标配深空灰色,笔记本已收到2天、包装很好、发货物流很快、很完整、机子很轻薄、插上电源试了一下、开机反应很快、买来上大学使用、联想电脑大品牌值得信赖，是正品，跟商店里买的是一样的，在这网购方便快捷，品质放心，还会光顾！推荐给大家购买。，运行速度：快，屏幕效果：好，散热性能：散热快，外形外观：轻薄大气，轻薄程度：轻
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑刚上手，还不错，具体性能后期再评价，物流太**，外包装破了，包装也一点也不上心，简直就是敷衍，外包装就一纸盒子，没有填充物，能够起到保护的作用太有限了，甚至起到反作用，因为本来是可以固定的，现在却可以在里面晃荡，想想都能感受我这电脑经过了多少颠簸
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,总体上是不错的一台电脑。各方面都不错。价格一般，价格再便宜点就更好了。期待华硕的电脑做的越来越好吧。总之，电脑还是值得买的。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,"造型美观，简洁使用手感非常好，客服十分用心，第一次买什么都不太清楚，麻烦了客服很多次,但是客服很有耐心，值得表扬。，外观外形线条都比较流畅，非常的轻薄，然屏幕效果不错好，色彩度也挺好，散热功能可以由，快递很快，两天就到了，包装不错，也不用担心破损"
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,宝贝已收到，款式很好看，材质结实耐用易安装。尺寸也很棒哦！外观漂亮性价比高，整体效果很不错哦！用的好会推荐购买，好产品你值得拥有！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑收到啦，收到快递迫不及待的拆开，包装很可靠。电脑颜值爆表，键盘手感极佳，开机就下载了好多软件。很值得入手的一部笔记本电脑。。。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑很好，外观很好看，机身很轻一只手拖着一点不费劲，学习办公都好，就是还没有玩游戏，不知道玩游戏怎么样，后续会追评，总体来说很不错
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,很不错 金属感很强 ac面都采用金属质感摸着很舒服还不重 电脑运行速度也很快 电池百分百新机没毛病 爱了爱了
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,造型美观，简洁使用手感非常好，客服十分用心，第一次买什么都不太清楚，麻烦了客服很多次，但是客服很有耐心，值得表扬。外观外形线条都比较流畅，非常的轻薄，然屏幕效果不错好，色彩度也挺好，散热功能可以由快递很快，两天就到了，包装不错，也不用担心破损
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,国货现在做的越来越好了，希望联想在这块继续保持住，这关产品屏幕大小正合适，买给孩子编程课用的，应该会很棒！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,造型美观，简洁使用手感非常好，客服十分用心，第一次买什么都不太清楚，麻烦了客服很多次，但是客服很有耐心，值得表扬。外观外形线条都比较流畅，非常的轻薄，然屏幕效果不错好，色彩度也挺好，散热功能可以?快递很快，两天就到了，包装不错，也不用担心破损
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑贼好用，跑分很高，屏幕也很清晰，这个尺寸有这个重量给人的感觉也很惊喜，最重要的是！集显能到这个地步性能是真的很不错！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,宝贝收到了，感觉还不错，开机试了一下，清晰度还可以呢，快递速度也很快，继续加油，做工精致，喜欢这个牌子
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,一直想买个大屏笔记本，最终选了这个，电脑整体不错，74w多的跑分，外观还行，稍显厚重，适合男性朋友使用，趁优惠可以入手！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,造型美观，简洁使用手感非常好，客服十分用心，第一次买什么都不太清楚，麻烦了客服很多次，但是客服很有耐心，值得表扬。，外观外形线条都比较流畅，非常的轻薄，然屏幕效果不错好，色彩度也挺好，散热功能可以快递很快，两天就到了，包装不错，也不用担心破损
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,"造型美观，简洁使用手感非常好,客服十分用心,第一次买什么都不太清楚，麻烦了客服很多次,但是客服很有耐心,值得表扬。外观外形线条都比较流畅,非常的轻薄，然屏幕效果不错好,色彩度也挺好,散热功能可以自快递很快，两天就到了,包装不错,也不用担心破损。"
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,运行速度：挺快的挺快的，屏幕效果：可以可以可以可以，散热性能：玩游戏风扇声音有点大，外形外观：挺酷的，好看，轻薄程度：薄
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,运行速度很快，屏幕清晰，散热也不错，而且很安静，几乎没有什么风扇的声音，外观非常漂亮，也不是很重。客服也非常热情，物流给力。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,造型美观，简洁使用手感非常好，客服十分用心，第一次买什么都不太清楚，麻烦了客服很多次，但是客服很有耐心，值得表扬。外观外形;线条都比较流畅，非常的轻薄，然屏幕效果不错好，色彩度也挺好，散热功能可以由快递很快，两天就到了，包装不错，也不用担心破损
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,相信联想大品牌，更相信京东平台，客服服务态度很好，发货速度很快，电脑看起来挺漂亮的，待用看质量。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,购买的时候对比了好几家，最后还是选择了这家，感觉性价比好高，而且显示屏大小也刚刚好，这个价格很公道，开机也就30妙，安装了几款主流游戏很顺畅，一边下载，一边玩游戏，一边听音乐也不卡顿，朋友都说不错，问我要了链接也要买呢，物美价廉感觉很满意
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,造型美观，简洁使用手感非常好，客服十分用心第一次买什么都不太清楚，麻烦了客服很多次但是客服很有耐心，值得表扬。外观外形线条都比较流畅，非常的轻薄，然屏幕效果不错好，色彩度也挺好，散热功能可以快递很快，两天就到了，包装不错，也不用担心破损
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,"造型美观，简洁使用手感非常好，客服十分用心，第一次买什么都不太清楚，麻烦了客服很多次，但是客服很有耐心，值得表扬。外观外形线条都比较流畅，非常的轻薄，然屏幕效果不错好，色彩度也挺好，散热功能可以由快递很快,两天就到了，包装不错，也不用担心破损"
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,"造型美观,简洁使用手感非常好，客服十分用心，第一次买什么都不太清楚， 麻烦了客服很多次，但是客服很有耐心，值得表扬。外观外形线条都比较流畅，非常的轻薄，然屏幕效果不错好，色彩度也挺好，散热功能可以快递很快，两天就到了，包装不错，也不用担心破损"
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,为了出门用，朋友推荐，结果宝贝到了，真的好满意，高级灰，大气，大气，大气！轻薄灵巧，携带方便，屏幕清晰，待机时常妥妥滴…功能超级满足办公使用！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,质感很好，金属外壳，15.6大屏幕，尤其是小键盘方便快捷，物流很快，没想到晚上下单第二天中午就到了，客服态度很好，满分
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,挺好的。物流也快。非常满意。总体来说，确实很不错，客服的服务态度也很棒，说话几乎马上就会回消息，物超所值，真心推荐物超所值，商品设计完美，外观也很高大上，让人爱不释手。客服更是热情的没话说，这次购物很满意整体来说，还是很好的，非常值得再次回购
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑已经到了 ，很满意  运行速度快   屏幕效果良好  散热性能优，外观好看  ，比较轻薄。。总体来说很不错?嘻嘻
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,刚收到货，包装的还可以，里外两个盒子包装，打开后电脑确实不错，很薄，纯金属，触感很好，外观也真的很漂亮，时尚大气，赞
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,"、笔记本整体外观时尚潮流,轻薄小巧,方便携带,整体配，置较为不错,显示屏细节清晰盈亮,对于我办公商务绰绰有，余,银色版更显高端大气,全尺寸键盘独树一帜,方便我平，时出差进行移动网站优化等需求操作,过年准备带回去,小，巧轻盈的机身更容易携带"
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑外观很好，大屏幕很适合追剧，画质和音质都超级棒！跑分29万多，这个价位不错了，正常办公，小游戏应该很可以了。点赞！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,客服态度非常好，麻烦了她很多事，因为是初次在网上买电脑，很多东西都不是很清楚，客服也都一一解答了，给客服大大的赞，当然，电脑也是非常流畅的，第一次用联想小新，感觉还是非常不错的，商家赠送的东西也很实惠，待机的话耗电也还可以，总之，体验是不错的
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,造型美观，简洁使用手感非常好，客服十分用心，第一次买什么都不太清楚，麻烦了客服很多次，但是客服很有耐心，值得表扬。外观外形都比较流畅，非常轻薄，屏幕效果也不错，色彩也很好，散热功能也很好快递也很快，两天就到了。包装不错，也不用担心破损。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,用了几天才来评价，联想电脑品质值得信赖，各方面性能，LOL，吃鸡都可以畅玩，很少玩游戏，主要办公方面用的，性能杠杠的。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑到货很快，还提前一天，电脑配置很好，还是指纹解锁很棒，性价比可以，很精致，质量非常好，很满意的一次购物。谢谢店家！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,纠结了好久，点之后还是选择了联想小新air15   外观外形线条都比较流畅，非常的轻薄，然屏幕效果不错好，色彩度也挺好，散热功能可以? 快递很快，两天就到了，包装不错，也不用担心破损，客服服务也很好，有问题就帮忙解决！  很 nice
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,物超所值，商品设计完美，外观也很高大上，让人爱不释手。客服更是热情的没话说，这次购物很满意很满意的一次购物，商家服务好，发货神速，物流也很给力，宝贝收到后非常喜欢，买得放心，用得安心包装很完美，颜值很高，感觉物超所值！客服也非常耐心细致，发货快物流给力，以后还会再来???商品收到了，包装得很好，物流非常快，客服态度很积极，有问题及时解答！总体来说非常满意！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑配置可以，手感不错，表象感觉不错，桌面干净，可安装空间十足，还可以指纹耶，不错不错，着实不错。还有语音提示，顺心。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,买之前特地查了一下CPU的排名，说实话，5000以内能够买到这个段位的CPU，联想很实在，用心??。必须赞一个。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑包装高级，外表精致好看，外壳看起来挺不错，摸起来也还可以，希望可以有一个良好体验，用起来可以舒适，期待用后感哦
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,快递很快送达，屏幕高清，符合预期，没有声音，外形外观非常美观，感觉也不是很重，背光键盘三种自由调节，开机语音助手与你对话指引设置语言，输入法，指纹等，正版win10系统，电池续航也非常的nice，自带office激活就可以使用，强推强推。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,质感真的不错，价格也适中，打开确实有惊喜，比想象中的大，我好喜欢，厚度我刚刚好，爱了爱了，爱想象中的还要惊喜，值！！！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,选了好久，最终还是选择的他，价格合适，这次购物非常愉快，现在正在激活，不错，家里人也比较喜欢，很适合家用，商务办公
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,盒子装的，不需要担心运输途中出现的会有损坏问题；我选的颜色是银色，也很好看；还有语言指导开机，新手也不用担心。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,第一次购买选啦很久，还是朋友推荐的，物流很快，客服很好，来啦很多不知道的，都是客服一一给我讲解的，对这次购买很满意。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,第一次买电脑，经过朋友介绍，自己也看了很久最后选择这个，用了几天感觉挺好的，金属外壳质感不错，还是个大屏，值得推荐
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,拿到货就是感觉非常的喜欢，重量也是挺好，非常适合我，也非常的喜欢，质量也是杠杠的，好好的，对我们读大学的再合适不过了哈哈
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,首先是金属外壳，手感很舒服，其次是散热性能，目前为止，未发现运行过程发热过大，最后就是运行速度，运行cad顺畅。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,发货非常迅速，运行速度很很快，风扇有点声音，外观很好看 比较便携，开机一开就开了蛮快的，指纹密码很方便，大大的赞
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑很好，非常适合学生使用。而且很轻便，非常薄，建议学生使用。15.4的屏幕。不管是打游戏还是办公都非常适合。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,包装完美，干净，物流快，在外面一直都是用笔记本电脑多一点，毕竟携带方便，在家用还是习惯用台式电脑，自己首次在网上看电脑，原本担心网上质量不好或者翻新机甚至没有售后保障，问了懂行的朋友建议我买的这款，买来家用很不错的，推荐给大家购买！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,质感好，语音提示开机配置。有背光调节。其他配置不用赘述啦，完全符合我的需求。用过后再开评价。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,运行速度：还挺快。，屏幕效果：屏幕清晰，简单漂亮。，散热性能：散热性能特好，除了刚安装系统时有风扇声，后面就没再听到了，外形外观：简单洁净。，轻薄程度：十分轻薄，背起来没多少压力。，其他特色：附带了很多有用的软件，可以防止自己遗漏。。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,运行速度：运行速度比较快，屏幕效果：简洁大方 很清晰，散热性能：散热快，外形外观：科技感十足，轻薄程度：重量轻
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,运行速度：很快开关机3秒，屏幕效果：高色域足够使用，散热性能：暂时还没有用来玩游戏日常办公足够，外形外观：外观点个赞简洁大方很商务，轻薄程度：在同价位中算轻薄的，其他特色：感觉非常适合学生使用，日常办公需求也能满足
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,手感不错，屏幕效果也很好，外形挺好看的比较轻薄屏幕看起来挺舒服的，色彩度看起来不错散热性能挺好的，运行速度也不错。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,颜值高端大气，操作流畅，指纹解锁是真的灵，敏，真的是物有所值，上大学用刚刚好，强烈推，荐学生党入手。配送也比较快速。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,造型美观，简洁使用手感非常好，客服十分用心，第一次买什么都不太清楚，麻烦了客服很多次，但是客服很有耐心，值得表扬。，外观外形线条都比较流畅，非常的轻薄，然屏幕效果不错好，色彩度也挺好，散热功能可以?，快递很快，两天就到了，包装不错
八核R7-4800U 16G 512G固态 标配深空灰色【无线鼠标套装版】,运行速度：运行飞快屏幕效果：虽然比不上pro的2k屏，但是完全外形外观：外形外观：颜值极高，这个配色，非常#其他特色：唯一美中不足的一点就是送的鼠标有点丑轻薄程度：很符合轻薄本的定义，但是肯定比pro13重很多，建议有游戏需求的买这个，pro13hai还是适合外出携带
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,拿到电脑了，是理想中的小新air15，运行速度挺快的，外观好看轻巧，屏幕识别清晰，还是指纹解锁，值得购买。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,包装完好无破损，快递态度也超好，机器没问题，屏幕清晰运行完美，无质量问题，对于男生机器也不重，可单手打开爱了爱了
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,第一次购买笔记本电脑，纠结了好久最后还是选择了这款Air15。拿到货后，还挺满意的，这款电脑我个人觉得机型挺美观的，颜色灰色，键盘触摸感不错，包装也很好，客服挺负责的，物流挺快的，下单三天就到了，反正整体感觉不错，爱了爱了??
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,运行速度：运行速度还挺快的，暂时还没有出现卡顿的挺快，也下载了一个CAD软件，也能带得动。，屏幕效果：屏幕效果也蛮好的，清晰明了，散热性能：散热性能也挺不错的，而且那个小风扇也没有什么声音，轻薄程度：挺轻薄的，带去上课也不会说特别的重
